frame,probability,key,xmin,ymin,xmax,ymax
000circle_2p5_0,50.0,defect,0,96,48,144
000circle_2p5_0,50.0,defect,0,64,32,160
000circle_2p5_0,50.0,defect,240,544,288,592
000circle_2p5_0,50.0,defect,368,224,384,320
000circle_2p5_0,50.0,defect,352,496,384,560
000circle_2p5_0,50.0,defect,336,176,384,352
000circle_2p5_0,50.0,defect,0,512,48,560
000circle_2p5_0,50.0,defect,176,0,224,48
000circle_2p5_0,50.0,defect,192,0,240,48
000circle_2p5_0,50.0,defect,160,0,256,32
000circle_2p5_0,50.0,defect,144,0,208,32
000circle_2p5_0,50.0,defect,160,0,256,80
000circle_2p5_0,50.0,defect,80,0,176,80
000circle_2p5_0,50.0,defect,240,0,336,32
000circle_2p5_0,50.0,defect,256,0,304,48
000circle_2p5_0,50.0,defect,240,0,336,80
000circle_2p5_0,50.0,defect,0,224,80,320
000circle_2p5_0,50.0,defect,224,0,272,48
000circle_2p5_0,50.0,defect,368,256,384,352
000circle_2p5_0,50.0,defect,0,0,64,96
000circle_2p5_0,50.0,defect,0,16,48,64
000circle_2p5_0,50.0,defect,0,560,48,592
000circle_2p5_0,50.0,defect,0,96,80,192
000circle_2p5_0,50.0,defect,208,0,256,48
000circle_2p5_0,50.0,defect,240,0,288,48
000circle_2p5_0,50.0,defect,112,0,160,48
000circle_2p5_1,50.0,defect,352,368,384,432
000circle_2p5_1,50.0,defect,160,0,288,64
000circle_2p5_1,50.0,defect,144,0,208,32
000circle_2p5_1,50.0,defect,0,0,80,80
000circle_2p5_1,50.0,defect,0,0,160,48
000circle_2p5_1,50.0,defect,192,0,256,32
000circle_2p5_1,50.0,defect,112,0,208,80
000circle_2p5_1,50.0,defect,0,0,80,32
000circle_2p5_1,50.0,defect,288,0,384,320
000circle_2p5_1,50.0,defect,288,176,384,544
000circle_2p5_1,50.0,defect,16,0,64,48
000circle_2p5_1,50.0,defect,0,208,192,384
000circle_2p5_1,50.0,defect,0,0,48,48
000circle_2p5_1,50.0,defect,352,0,384,32
000circle_2p5_1,50.0,defect,0,496,48,592
000circle_2p5_1,50.0,defect,0,560,32,592
000circle_2p5_1,50.0,defect,80,0,256,192
000circle_2p5_1,50.0,defect,0,0,368,80
000circle_2p5_1,50.0,defect,0,544,48,592
000circle_2p5_1,50.0,defect,64,0,240,48
000circle_2p5_1,50.0,defect,0,96,80,464
000circle_2p5_1,50.0,defect,208,496,384,592
000circle_2p5_1,50.0,defect,112,0,176,32
000circle_2p5_1,50.0,defect,208,240,384,416
000circle_2p5_1,50.0,defect,80,0,176,80
000circle_2p5_1,50.0,defect,288,336,384,592
000circle_2p5_1,50.0,defect,64,0,112,48
000circle_2p5_1,50.0,defect,32,0,80,48
000circle_2p5_1,50.0,defect,176,0,224,48
000circle_2p5_1,50.0,defect,32,0,128,32
000circle_2p5_1,50.0,defect,48,0,96,48
000circle_2p5_1,50.0,defect,80,0,144,32
000circle_2p5_1,50.0,defect,224,0,272,48
000circle_2p5_1,50.0,defect,0,368,192,544
000circle_2p5_1,50.0,defect,0,336,80,592
000circle_2p5_1,50.0,defect,48,0,144,80
000circle_2p5_1,50.0,defect,0,144,192,320
000circle_2p5_1,50.0,defect,208,176,384,352
000circle_2p5_1,50.0,defect,208,32,384,208
000circle_2p5_1,50.0,defect,112,272,384,576
000circle_2p5_1,50.0,defect,208,384,384,592
000circle_2p5_1,50.0,defect,80,432,384,592
000circle_2p5_1,50.0,defect,0,256,256,560
000circle_2p5_1,50.0,defect,0,0,176,192
000circle_2p5_1,50.0,defect,80,0,384,256
000circle_2p5_1,50.0,defect,16,160,320,464
000circle_2p5_1,50.0,defect,0,224,128,512
000circle_2p5_1,50.0,defect,144,112,384,416
000circle_2p5_1,50.0,defect,0,432,224,592
000circle_2p5_1,50.0,defect,208,0,384,80
000circle_2p5_1,50.0,defect,336,0,384,80
000circle_2p5_1,50.0,defect,368,0,384,48
000circle_2p5_1,50.0,defect,240,0,384,144
000circle_2p5_1,50.0,defect,0,0,32,32
000circle_2p5_1,50.0,defect,288,0,384,48
000circle_2p5_1,50.0,defect,0,576,48,592
000circle_2p5_1,50.0,defect,0,0,80,192
000circle_2p5_1,50.0,defect,0,48,240,352
000circle_2p5_1,50.0,defect,336,272,384,448
000circle_2p5_1,50.0,defect,0,432,64,560
000circle_2p5_1,50.0,defect,0,496,48,544
000circle_2p5_1,50.0,defect,256,0,320,32
000circle_2p5_1,50.0,defect,320,0,368,48
000circle_2p5_1,50.0,defect,0,224,32,288
000circle_2p5_1,50.0,defect,336,272,384,320
000circle_2p5_1,50.0,defect,336,304,384,352
000circle_2p5_1,50.0,defect,272,0,368,32
000circle_2p5_1,50.0,defect,0,0,32,80
000circle_2p5_1,50.0,defect,336,240,384,288
000circle_2p5_1,50.0,defect,352,336,384,400
000circle_2p5_1,50.0,defect,320,176,384,304
000circle_2p5_1,50.0,defect,368,448,384,544
000circle_2p5_1,50.0,defect,288,256,384,352
000circle_2p5_1,50.0,defect,368,320,384,416
000circle_2p5_1,50.0,defect,0,192,80,288
000circle_2p5_1,50.0,defect,0,528,48,576
000circle_2p5_1,50.0,defect,0,96,352,272
000circle_2p5_1,50.0,defect,0,256,32,320
000circle_2p5_1,50.0,defect,304,0,352,48
000circle_2p5_1,50.0,defect,0,288,48,336
000circle_2p5_1,50.0,defect,336,256,384,304
000circle_2p5_1,50.0,defect,288,80,384,176
000circle_2p5_1,50.0,defect,352,80,384,144
000circle_2p5_1,50.0,defect,336,480,384,592
000circle_2p5_1,50.0,defect,0,16,48,64
000circle_2p5_1,50.0,defect,352,208,384,272
000circle_2p5_1,50.0,defect,336,112,384,160
000circle_2p5_1,50.0,defect,336,288,384,336
000circle_2p5_1,50.0,defect,368,352,384,448
000circle_2p5_1,50.0,defect,0,528,96,592
000circle_2p5_1,50.0,defect,208,0,304,32
000circle_2p5_1,50.0,defect,368,288,384,384
000circle_2p5_1,50.0,defect,0,160,48,336
000circle_2p5_1,50.0,defect,0,256,80,352
000circle_2p5_1,50.0,defect,368,208,384,304
000circle_2p5_1,50.0,defect,0,480,32,576
000circle_2p5_1,50.0,defect,240,0,288,48
000circle_2p5_1,50.0,defect,208,304,384,480
000circle_2p5_1,50.0,defect,0,480,80,576
000circle_2p5_1,50.0,defect,0,224,80,320
000circle_2p5_1,50.0,defect,176,0,352,48
000circle_2p5_1,50.0,defect,0,288,192,464
000circle_2p5_1,50.0,defect,336,560,384,592
000circle_2p5_1,50.0,defect,336,32,384,208
000circle_2p5_1,50.0,defect,368,544,384,592
000circle_2p5_1,50.0,defect,368,80,384,176
000circle_2p5_1,50.0,defect,288,224,384,320
000circle_2p5_1,50.0,defect,144,0,320,208
000circle_2p5_1,50.0,defect,208,96,384,272
000circle_2p5_1,50.0,defect,336,320,384,368
000circle_2p5_1,50.0,defect,0,512,48,560
000circle_2p5_1,50.0,defect,368,240,384,336
000circle_2p5_1,50.0,defect,80,352,256,592
000circle_2p5_1,50.0,defect,288,288,384,384
000circle_2p5_1,50.0,defect,16,544,64,592
000circle_2p5_1,50.0,defect,336,192,384,368
001circle_2p5_0,50.0,defect,0,336,32,400
001circle_2p5_0,50.0,defect,0,0,80,80
001circle_2p5_0,50.0,defect,352,560,384,592
001circle_2p5_0,50.0,defect,0,368,192,544
001circle_2p5_0,50.0,defect,336,496,384,592
001circle_2p5_0,50.0,defect,0,128,192,304
001circle_2p5_0,50.0,defect,288,112,384,480
001circle_2p5_0,50.0,defect,0,272,192,448
001circle_2p5_0,50.0,defect,288,544,384,592
001circle_2p5_0,50.0,defect,0,0,128,48
001circle_2p5_0,50.0,defect,0,352,80,448
001circle_2p5_0,50.0,defect,0,48,80,416
001circle_2p5_0,50.0,defect,16,0,64,48
001circle_2p5_0,50.0,defect,0,0,80,32
001circle_2p5_0,50.0,defect,0,384,48,432
001circle_2p5_0,50.0,defect,208,192,384,368
001circle_2p5_0,50.0,defect,208,0,384,48
001circle_2p5_0,50.0,defect,0,352,32,448
001circle_2p5_0,50.0,defect,336,576,384,592
001circle_2p5_0,50.0,defect,368,544,384,592
001circle_2p5_0,50.0,defect,0,496,48,592
001circle_2p5_0,50.0,defect,0,560,32,592
001circle_2p5_0,50.0,defect,336,0,384,32
001circle_2p5_0,50.0,defect,208,496,384,592
001circle_2p5_0,50.0,defect,288,416,384,592
001circle_2p5_0,50.0,defect,48,0,224,192
001circle_2p5_0,50.0,defect,0,224,80,592
001circle_2p5_0,50.0,defect,128,0,304,192
001circle_2p5_0,50.0,defect,128,0,384,80
001circle_2p5_0,50.0,defect,0,0,48,48
001circle_2p5_0,50.0,defect,0,304,48,480
001circle_2p5_0,50.0,defect,96,0,224,64
001circle_2p5_0,50.0,defect,304,0,352,48
001circle_2p5_0,50.0,defect,32,0,208,48
001circle_2p5_0,50.0,defect,192,0,320,64
001circle_2p5_0,50.0,defect,112,0,176,32
001circle_2p5_0,50.0,defect,48,0,96,48
001circle_2p5_0,50.0,defect,192,0,256,32
001circle_2p5_0,50.0,defect,144,0,192,48
001circle_2p5_0,50.0,defect,0,384,80,480
001circle_2p5_0,50.0,defect,288,0,336,48
001circle_2p5_0,50.0,defect,0,400,48,448
001circle_2p5_0,50.0,defect,256,0,352,80
001circle_2p5_0,50.0,defect,32,0,80,48
001circle_2p5_0,50.0,defect,0,368,48,416
001circle_2p5_0,50.0,defect,128,0,304,48
001circle_2p5_0,50.0,defect,208,272,384,448
001circle_2p5_0,50.0,defect,320,0,384,64
001circle_2p5_0,50.0,defect,368,0,384,48
001circle_2p5_0,50.0,defect,0,576,48,592
001circle_2p5_0,50.0,defect,128,304,384,592
001circle_2p5_0,50.0,defect,48,432,352,592
001circle_2p5_0,50.0,defect,32,0,336,272
001circle_2p5_0,50.0,defect,176,0,384,240
001circle_2p5_0,50.0,defect,0,0,128,256
001circle_2p5_0,50.0,defect,144,192,384,496
001circle_2p5_0,50.0,defect,0,240,240,544
001circle_2p5_0,50.0,defect,0,112,272,416
001circle_2p5_0,50.0,defect,0,544,80,592
001circle_2p5_0,50.0,defect,0,0,32,32
001circle_2p5_0,50.0,defect,0,0,80,192
001circle_2p5_0,50.0,defect,0,0,192,80
001circle_2p5_0,50.0,defect,0,496,192,592
001circle_2p5_0,50.0,defect,0,416,80,592
001circle_2p5_0,50.0,defect,288,0,384,192
001circle_2p5_0,50.0,defect,128,64,384,368
001circle_2p5_0,50.0,defect,0,32,224,336
001circle_2p5_0,50.0,defect,0,176,128,464
001circle_2p5_0,50.0,defect,256,0,320,32
001circle_2p5_0,50.0,defect,176,0,272,80
001circle_2p5_0,50.0,defect,0,16,48,64
001circle_2p5_0,50.0,defect,368,288,384,384
001circle_2p5_0,50.0,defect,0,176,48,224
001circle_2p5_0,50.0,defect,320,272,384,400
001circle_2p5_0,50.0,defect,0,96,48,272
001circle_2p5_0,50.0,defect,352,272,384,336
001circle_2p5_0,50.0,defect,0,0,32,80
001circle_2p5_0,50.0,defect,336,160,384,336
001circle_2p5_0,50.0,defect,288,208,384,304
001circle_2p5_0,50.0,defect,352,304,384,368
001circle_2p5_0,50.0,defect,0,432,32,496
001circle_2p5_0,50.0,defect,0,480,32,576
001circle_2p5_0,50.0,defect,208,336,384,512
001circle_2p5_0,50.0,defect,288,240,384,336
001circle_2p5_0,50.0,defect,0,192,32,256
001circle_2p5_0,50.0,defect,336,256,384,304
001circle_2p5_0,50.0,defect,368,256,384,352
001circle_2p5_0,50.0,defect,368,192,384,288
001circle_2p5_0,50.0,defect,0,144,80,240
001circle_2p5_0,50.0,defect,352,224,384,288
001circle_2p5_0,50.0,defect,0,224,48,272
001circle_2p5_0,50.0,defect,0,208,192,384
001circle_2p5_0,50.0,defect,0,464,48,512
001circle_2p5_0,50.0,defect,368,336,384,432
001circle_2p5_0,50.0,defect,0,144,32,240
001circle_2p5_0,50.0,defect,352,352,384,416
001circle_2p5_0,50.0,defect,336,288,384,464
001circle_2p5_0,50.0,defect,0,512,48,560
001circle_2p5_0,50.0,defect,80,0,176,80
001circle_2p5_0,50.0,defect,240,0,288,48
001circle_2p5_0,50.0,defect,224,0,272,48
001circle_2p5_0,50.0,defect,0,384,32,480
001circle_2p5_0,50.0,defect,0,416,48,464
001circle_2p5_0,50.0,defect,0,176,80,272
001circle_2p5_0,50.0,defect,176,0,224,48
001circle_2p5_0,50.0,defect,144,0,240,80
001circle_2p5_0,50.0,defect,352,0,384,48
001circle_2p5_0,50.0,defect,272,0,368,32
001circle_2p5_0,50.0,defect,64,0,112,48
001circle_2p5_0,50.0,defect,160,0,208,48
001circle_2p5_0,50.0,defect,208,128,384,304
001circle_2p5_0,50.0,defect,96,0,144,48
001circle_2p5_0,50.0,defect,80,0,128,48
001circle_2p5_0,50.0,defect,48,0,144,32
001circle_2p5_0,50.0,defect,208,0,304,32
001circle_2p5_0,50.0,defect,128,0,224,32
001circle_2p5_0,50.0,defect,48,0,144,80
001circle_2p5_0,50.0,defect,0,320,80,416
001circle_2p5_0,50.0,defect,0,368,48,544
001circle_2p5_0,50.0,defect,368,224,384,320
001circle_2p5_1,50.0,defect,16,544,64,592
001circle_2p5_1,50.0,defect,336,0,384,48
001circle_2p5_1,50.0,defect,352,544,384,592
001circle_2p5_1,50.0,defect,0,0,144,48
001circle_2p5_1,50.0,defect,0,320,80,592
001circle_2p5_1,50.0,defect,160,0,336,48
001circle_2p5_1,50.0,defect,64,0,240,192
001circle_2p5_1,50.0,defect,208,256,384,432
001circle_2p5_1,50.0,defect,64,0,128,32
001circle_2p5_1,50.0,defect,224,0,288,32
001circle_2p5_1,50.0,defect,16,0,112,80
001circle_2p5_1,50.0,defect,208,0,304,80
001circle_2p5_1,50.0,defect,48,0,144,80
001circle_2p5_1,50.0,defect,0,0,80,288
001circle_2p5_1,50.0,defect,288,176,384,544
001circle_2p5_1,50.0,defect,336,560,384,592
001circle_2p5_1,50.0,defect,160,0,336,192
001circle_2p5_1,50.0,defect,336,496,384,592
001circle_2p5_1,50.0,defect,336,576,384,592
001circle_2p5_1,50.0,defect,288,544,384,592
001circle_2p5_1,50.0,defect,0,0,48,32
001circle_2p5_1,50.0,defect,0,560,32,592
001circle_2p5_1,50.0,defect,0,0,64,64
001circle_2p5_1,50.0,defect,0,0,32,48
001circle_2p5_1,50.0,defect,0,0,288,80
001circle_2p5_1,50.0,defect,32,0,96,32
001circle_2p5_1,50.0,defect,320,0,368,48
001circle_2p5_1,50.0,defect,288,0,336,48
001circle_2p5_1,50.0,defect,304,0,352,48
001circle_2p5_1,50.0,defect,256,0,352,80
001circle_2p5_1,50.0,defect,240,0,384,48
001circle_2p5_1,50.0,defect,208,112,384,288
001circle_2p5_1,50.0,defect,176,0,272,80
001circle_2p5_1,50.0,defect,0,112,80,480
001circle_2p5_1,50.0,defect,272,0,320,48
001circle_2p5_1,50.0,defect,96,0,272,48
001circle_2p5_1,50.0,defect,288,0,384,80
001circle_2p5_1,50.0,defect,0,192,192,368
001circle_2p5_1,50.0,defect,256,0,304,48
001circle_2p5_1,50.0,defect,0,384,192,560
001circle_2p5_1,50.0,defect,368,0,384,80
001circle_2p5_1,50.0,defect,288,32,384,400
001circle_2p5_1,50.0,defect,0,272,192,448
001circle_2p5_1,50.0,defect,368,544,384,592
001circle_2p5_1,50.0,defect,0,432,304,592
001circle_2p5_1,50.0,defect,208,352,384,592
001circle_2p5_1,50.0,defect,32,304,336,592
001circle_2p5_1,50.0,defect,0,0,224,272
001circle_2p5_1,50.0,defect,80,0,384,256
001circle_2p5_1,50.0,defect,0,112,256,416
001circle_2p5_1,50.0,defect,224,0,384,224
001circle_2p5_1,50.0,defect,96,224,384,528
001circle_2p5_1,50.0,defect,0,224,256,528
001circle_2p5_1,50.0,defect,0,0,160,176
001circle_2p5_1,50.0,defect,0,496,48,592
001circle_2p5_1,50.0,defect,208,496,384,592
001circle_2p5_1,50.0,defect,352,0,384,32
001circle_2p5_1,50.0,defect,0,496,192,592
001circle_2p5_1,50.0,defect,288,416,384,592
001circle_2p5_1,50.0,defect,0,576,48,592
001circle_2p5_1,50.0,defect,64,80,368,384
001circle_2p5_1,50.0,defect,176,32,384,336
001circle_2p5_1,50.0,defect,0,544,144,592
001circle_2p5_1,50.0,defect,0,48,64,176
001circle_2p5_1,50.0,defect,352,352,384,416
001circle_2p5_1,50.0,defect,0,240,80,336
001circle_2p5_1,50.0,defect,0,464,48,512
001circle_2p5_1,50.0,defect,64,544,112,592
001circle_2p5_1,50.0,defect,0,320,80,416
001circle_2p5_1,50.0,defect,0,96,48,144
001circle_2p5_1,50.0,defect,112,0,208,32
001circle_2p5_1,50.0,defect,336,320,384,368
001circle_2p5_1,50.0,defect,0,480,32,544
001circle_2p5_1,50.0,defect,0,288,48,336
001circle_2p5_1,50.0,defect,0,224,48,400
001circle_2p5_1,50.0,defect,144,0,192,48
001circle_2p5_1,50.0,defect,0,272,32,368
001circle_2p5_1,50.0,defect,336,32,384,80
001circle_2p5_1,50.0,defect,208,176,384,352
001circle_2p5_1,50.0,defect,0,528,48,576
001circle_2p5_1,50.0,defect,0,304,48,352
001circle_2p5_1,50.0,defect,336,384,384,432
001circle_2p5_1,50.0,defect,32,544,80,592
001circle_2p5_1,50.0,defect,16,496,112,592
001circle_2p5_1,50.0,defect,0,48,32,112
001circle_2p5_1,50.0,defect,112,0,208,80
001circle_2p5_1,50.0,defect,368,160,384,256
001circle_2p5_1,50.0,defect,0,320,48,368
001circle_2p5_1,50.0,defect,128,0,176,48
001circle_2p5_1,50.0,defect,352,176,384,240
001circle_2p5_1,50.0,defect,320,400,384,528
001circle_2p5_1,50.0,defect,288,352,384,448
001circle_2p5_1,50.0,defect,160,0,224,32
001circle_2p5_1,50.0,defect,144,0,240,80
001circle_2p5_1,50.0,defect,368,304,384,400
001circle_2p5_1,50.0,defect,336,16,384,64
001circle_2p5_1,50.0,defect,0,32,80,128
001circle_2p5_1,50.0,defect,320,544,368,592
001circle_2p5_1,50.0,defect,0,480,80,576
001circle_2p5_1,50.0,defect,0,112,192,288
001circle_2p5_1,50.0,defect,336,256,384,432
001circle_2p5_1,50.0,defect,0,432,64,560
001circle_2p5_1,50.0,defect,336,0,384,128
001circle_2p5_1,50.0,defect,208,0,256,48
001circle_2p5_1,50.0,defect,0,544,48,592
001circle_2p5_1,50.0,defect,64,0,192,64
001circle_2p5_1,50.0,defect,96,0,144,48
001circle_2p5_1,50.0,defect,240,0,336,32
001circle_2p5_1,50.0,defect,176,0,272,32
001circle_2p5_1,50.0,defect,288,0,384,32
001circle_2p5_1,50.0,defect,192,0,240,48
001circle_2p5_1,50.0,defect,112,0,160,48
001circle_2p5_1,50.0,defect,288,576,384,592
001circle_2p5_1,50.0,defect,80,0,176,32
001circle_2p5_1,50.0,defect,336,336,384,384
001circle_2p5_1,50.0,defect,0,272,80,368
001circle_2p5_1,50.0,defect,0,80,48,128
001circle_2p5_1,50.0,defect,304,544,352,592
001circle_2p5_1,50.0,defect,0,512,48,560
001circle_2p5_1,50.0,defect,368,352,384,448
001circle_2p5_1,50.0,defect,48,544,96,592
001circle_2p5_1,50.0,defect,288,304,384,400
001circle_2p5_1,50.0,defect,160,128,384,432
002circle_2p5_0,50.0,defect,336,16,384,64
002circle_2p5_0,50.0,defect,112,0,208,32
002circle_2p5_0,50.0,defect,128,0,176,48
002circle_2p5_0,50.0,defect,288,176,384,544
002circle_2p5_0,50.0,defect,16,0,64,48
002circle_2p5_0,50.0,defect,160,0,336,192
002circle_2p5_0,50.0,defect,0,0,80,32
002circle_2p5_0,50.0,defect,128,0,224,80
002circle_2p5_0,50.0,defect,0,256,80,352
002circle_2p5_0,50.0,defect,160,0,208,48
002circle_2p5_0,50.0,defect,0,208,48,384
002circle_2p5_0,50.0,defect,0,544,32,592
002circle_2p5_0,50.0,defect,0,288,80,592
002circle_2p5_0,50.0,defect,0,576,48,592
002circle_2p5_0,50.0,defect,208,256,384,432
002circle_2p5_0,50.0,defect,0,144,192,320
002circle_2p5_0,50.0,defect,0,0,96,64
002circle_2p5_0,50.0,defect,0,208,192,384
002circle_2p5_0,50.0,defect,0,128,80,496
002circle_2p5_0,50.0,defect,0,0,48,48
002circle_2p5_0,50.0,defect,32,0,208,192
002circle_2p5_0,50.0,defect,208,496,384,592
002circle_2p5_0,50.0,defect,48,0,224,48
002circle_2p5_0,50.0,defect,0,496,192,592
002circle_2p5_0,50.0,defect,96,0,192,80
002circle_2p5_0,50.0,defect,144,0,192,48
002circle_2p5_0,50.0,defect,0,288,48,336
002circle_2p5_0,50.0,defect,224,0,384,48
002circle_2p5_0,50.0,defect,176,0,240,32
002circle_2p5_0,50.0,defect,0,256,48,304
002circle_2p5_0,50.0,defect,336,0,384,48
002circle_2p5_0,50.0,defect,80,0,176,32
002circle_2p5_0,50.0,defect,288,0,384,288
002circle_2p5_0,50.0,defect,112,0,160,48
002circle_2p5_0,50.0,defect,0,304,48,352
002circle_2p5_0,50.0,defect,368,544,384,592
002circle_2p5_0,50.0,defect,0,224,32,320
002circle_2p5_0,50.0,defect,0,224,80,320
002circle_2p5_0,50.0,defect,0,352,192,528
002circle_2p5_0,50.0,defect,0,528,64,592
002circle_2p5_0,50.0,defect,0,0,32,80
002circle_2p5_0,50.0,defect,288,416,384,592
002circle_2p5_0,50.0,defect,0,256,32,352
002circle_2p5_0,50.0,defect,32,0,80,48
002circle_2p5_0,50.0,defect,0,16,48,64
002circle_2p5_0,50.0,defect,160,0,256,80
002circle_2p5_0,50.0,defect,0,272,48,320
002circle_2p5_0,50.0,defect,112,0,288,48
002circle_2p5_0,50.0,defect,0,0,64,96
002circle_2p5_0,50.0,defect,0,0,352,80
002circle_2p5_0,50.0,defect,96,0,272,192
002circle_2p5_0,50.0,defect,176,176,384,480
002circle_2p5_0,50.0,defect,16,384,320,592
002circle_2p5_0,50.0,defect,176,368,384,592
002circle_2p5_0,50.0,defect,0,128,304,432
002circle_2p5_0,50.0,defect,96,0,384,256
002circle_2p5_0,50.0,defect,0,0,288,256
002circle_2p5_0,50.0,defect,0,0,128,272
002circle_2p5_0,50.0,defect,0,256,256,560
002circle_2p5_0,50.0,defect,96,112,384,416
002circle_2p5_0,50.0,defect,80,256,384,560
002circle_2p5_0,50.0,defect,352,0,384,32
002circle_2p5_0,50.0,defect,0,0,32,32
002circle_2p5_0,50.0,defect,0,0,144,128
002circle_2p5_0,50.0,defect,0,0,80,192
002circle_2p5_0,50.0,defect,368,0,384,48
002circle_2p5_0,50.0,defect,96,0,384,128
002circle_2p5_0,50.0,defect,224,64,384,368
002circle_2p5_0,50.0,defect,224,0,384,160
002circle_2p5_0,50.0,defect,224,0,320,80
002circle_2p5_0,50.0,defect,336,304,384,352
002circle_2p5_0,50.0,defect,0,432,32,496
002circle_2p5_0,50.0,defect,0,432,64,560
002circle_2p5_0,50.0,defect,0,208,48,256
002circle_2p5_0,50.0,defect,112,0,288,352
002circle_2p5_0,50.0,defect,48,0,144,32
002circle_2p5_0,50.0,defect,272,0,336,32
002circle_2p5_0,50.0,defect,320,0,368,48
002circle_2p5_0,50.0,defect,0,192,32,288
002circle_2p5_0,50.0,defect,0,288,32,384
002circle_2p5_0,50.0,defect,320,256,384,384
002circle_2p5_0,50.0,defect,0,48,48,96
002circle_2p5_0,50.0,defect,80,0,128,48
002circle_2p5_0,50.0,defect,352,544,384,592
002circle_2p5_0,50.0,defect,0,144,48,320
002circle_2p5_0,50.0,defect,240,0,288,48
002circle_2p5_0,50.0,defect,336,320,384,368
002circle_2p5_0,50.0,defect,0,480,48,528
002circle_2p5_0,50.0,defect,0,384,80,480
002circle_2p5_0,50.0,defect,0,496,32,560
002circle_2p5_0,50.0,defect,352,336,384,400
002circle_2p5_0,50.0,defect,368,16,384,112
002circle_2p5_0,50.0,defect,320,16,384,144
002circle_2p5_0,50.0,defect,0,560,48,592
002circle_2p5_0,50.0,defect,0,80,192,256
002circle_2p5_0,50.0,defect,352,272,384,336
002circle_2p5_0,50.0,defect,224,0,320,32
002circle_2p5_0,50.0,defect,336,496,384,592
002circle_2p5_0,50.0,defect,208,0,272,32
002circle_2p5_0,50.0,defect,0,272,192,448
002circle_2p5_0,50.0,defect,0,240,48,288
002circle_2p5_0,50.0,defect,64,0,160,80
002circle_2p5_0,50.0,defect,48,0,96,48
002circle_2p5_0,50.0,defect,0,480,80,576
002circle_2p5_0,50.0,defect,192,0,288,80
002circle_2p5_0,50.0,defect,272,0,368,80
002circle_2p5_0,50.0,defect,336,560,384,592
002circle_2p5_0,50.0,defect,96,0,144,48
002circle_2p5_0,50.0,defect,48,48,224,416
002circle_2p5_0,50.0,defect,0,416,80,512
002circle_2p5_0,50.0,defect,0,192,80,288
002circle_2p5_0,50.0,defect,0,320,48,368
002circle_2p5_0,50.0,defect,64,0,112,48
002circle_2p5_0,50.0,defect,0,224,48,272
002circle_2p5_0,50.0,defect,368,272,384,368
002circle_2p5_0,50.0,defect,0,272,64,400
002circle_2p5_0,50.0,defect,288,304,384,400
002circle_2p5_0,50.0,defect,0,368,48,544
002circle_2p5_0,50.0,defect,0,464,48,512
002circle_2p5_0,50.0,defect,336,576,384,592
002circle_2p5_0,50.0,defect,368,304,384,400
002circle_2p5_0,50.0,defect,288,544,384,592
002circle_2p5_0,50.0,defect,0,32,48,80
002circle_2p5_0,50.0,defect,304,0,352,48
002circle_2p5_1,50.0,defect,288,48,384,416
002circle_2p5_1,50.0,defect,0,192,48,368
002circle_2p5_1,50.0,defect,96,0,144,48
002circle_2p5_1,50.0,defect,224,0,384,48
002circle_2p5_1,50.0,defect,112,0,160,48
002circle_2p5_1,50.0,defect,336,496,384,592
002circle_2p5_1,50.0,defect,0,32,80,400
002circle_2p5_1,50.0,defect,0,272,48,320
002circle_2p5_1,50.0,defect,336,576,384,592
002circle_2p5_1,50.0,defect,352,560,384,592
002circle_2p5_1,50.0,defect,48,0,224,48
002circle_2p5_1,50.0,defect,64,0,160,32
002circle_2p5_1,50.0,defect,128,0,304,192
002circle_2p5_1,50.0,defect,0,224,32,320
002circle_2p5_1,50.0,defect,0,192,80,288
002circle_2p5_1,50.0,defect,0,112,192,288
002circle_2p5_1,50.0,defect,0,0,304,80
002circle_2p5_1,50.0,defect,288,416,384,592
002circle_2p5_1,50.0,defect,0,224,192,400
002circle_2p5_1,50.0,defect,0,384,192,560
002circle_2p5_1,50.0,defect,368,544,384,592
002circle_2p5_1,50.0,defect,128,0,384,80
002circle_2p5_1,50.0,defect,0,304,80,592
002circle_2p5_1,50.0,defect,64,0,160,80
002circle_2p5_1,50.0,defect,0,0,48,48
002circle_2p5_1,50.0,defect,0,240,80,336
002circle_2p5_1,50.0,defect,96,0,192,80
002circle_2p5_1,50.0,defect,0,256,48,304
002circle_2p5_1,50.0,defect,16,32,192,400
002circle_2p5_1,50.0,defect,304,0,368,32
002circle_2p5_1,50.0,defect,96,0,192,32
002circle_2p5_1,50.0,defect,272,0,336,32
002circle_2p5_1,50.0,defect,128,0,224,80
002circle_2p5_1,50.0,defect,144,0,192,48
002circle_2p5_1,50.0,defect,160,64,336,432
002circle_2p5_1,50.0,defect,0,272,80,368
002circle_2p5_1,50.0,defect,80,0,128,48
002circle_2p5_1,50.0,defect,0,256,32,352
002circle_2p5_1,50.0,defect,0,320,192,496
002circle_2p5_1,50.0,defect,0,0,80,80
002circle_2p5_1,50.0,defect,208,208,384,384
002circle_2p5_1,50.0,defect,272,0,368,80
002circle_2p5_1,50.0,defect,0,192,32,288
002circle_2p5_1,50.0,defect,288,544,384,592
002circle_2p5_1,50.0,defect,0,224,48,272
002circle_2p5_1,50.0,defect,0,240,48,288
002circle_2p5_1,50.0,defect,128,0,176,48
002circle_2p5_1,50.0,defect,0,208,48,256
002circle_2p5_1,50.0,defect,0,288,48,336
002circle_2p5_1,50.0,defect,64,0,240,192
